Saacc,H-050-0,H-050-1,H-050-2,H-050-3,H-050-4,H-050-5,H-050-6,H-050-7,H-050-8,H-050-16,MLOGP,RDCHI,GATS1p,nN,C-040-0,C-040-1,C-040-2,C-040-3,C-040-4,LC50 [-LOG(mol/L)
45.808,0,1,0,0,0,0,0,0,0,0,-0.081,1.577,2.001,1,1,0,0,0,0,2.959
107.366,0,0,1,0,0,0,0,0,0,0,-0.937,2.299,1.936,0,1,0,0,0,0,0.46
42.683,0,1,0,0,0,0,0,0,0,0,3.617,2.074,0.34,0,1,0,0,0,0,6.11
42.683,0,1,0,0,0,0,0,0,0,0,3.314,2.027,0.409,0,1,0,0,0,0,5.461
36.022,0,0,1,0,0,0,0,0,0,0,3.112,2.997,0.701,2,1,0,0,0,0,3.531
19.91,1,0,0,0,0,0,0,0,0,0,0.623,2.116,0.508,2,1,0,0,0,0,5.922
50.747,1,0,0,0,0,0,0,0,0,0,2.509,2.09,0.617,1,1,0,0,0,0,3.64
0,1,0,0,0,0,0,0,0,0,0,4.76,2.859,0.7,0,1,0,0,0,0,6.173
35.776,0,0,1,0,0,0,0,0,0,0,3.326,2.837,0.849,2,1,0,0,0,0,4.651
11,1,0,0,0,0,0,0,0,0,0,3.275,2.727,0.874,0,1,0,0,0,0,3.953
0,1,0,0,0,0,0,0,0,0,0,5.165,3.111,0.732,0,1,0,0,0,0,6.219
9.507,1,0,0,0,0,0,0,0,0,0,2.859,2.614,0.827,0,1,0,0,0,0,4.995
0,1,0,0,0,0,0,0,0,0,0,2.255,1.8,0.917,0,1,0,0,0,0,2.48
